Reason_ID,Vehicle_ID,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Speed_limit,Accident_Date,Pedestrian_Crossing-Human_Control,Accident_Severity
126955,8547,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/26/2021,None within 50 metres,3
102994,8548,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/26/2021,None within 50 metres,3
79004,8549,Fine without high winds,Daylight: Street light present,Frost/Ice,30,8/26/2021,None within 50 metres,3
76510,8550,Fine without high winds,Darkness: Street lights present and lit,Frost/Ice,30,8/26/2021,None within 50 metres,3
100968,8551,Fine without high winds,Daylight: Street light present,Dry,70,8/26/2021,None within 50 metres,3
17077,8552,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
15179,8553,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
75398,8554,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,2
129435,8555,Fine without high winds,Darkeness: No street lighting,Dry,30,8/26/2021,None within 50 metres,3
106742,8556,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
1737,8557,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
26891,8558,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
109064,8559,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
66234,8560,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
79763,8561,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/26/2021,None within 50 metres,3
89261,8562,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
94173,8563,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/26/2021,None within 50 metres,3
2599,8564,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/26/2021,None within 50 metres,3
85609,8565,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,70,8/26/2021,None within 50 metres,3
3095,8566,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
47367,8567,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/26/2021,None within 50 metres,3
23317,8568,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
111391,8569,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,2
37192,8570,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
59742,8571,Fine without high winds,Darkeness: No street lighting,Dry,30,8/26/2021,None within 50 metres,3
61764,8572,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
39359,8573,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/26/2021,None within 50 metres,3
38614,8574,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
74390,8575,Other,Darkness: Street lights present and lit,Wet/Damp,30,8/26/2021,None within 50 metres,3
852,8576,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
87533,8577,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
64033,8578,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,40,8/26/2021,None within 50 metres,3
32133,8579,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
128673,8580,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
123157,8581,Fine without high winds,Daylight: Street light present,Dry,30,8/26/2021,None within 50 metres,3
88619,8582,Fine without high winds,Daylight: Street light present,Dry,50,8/26/2021,None within 50 metres,3
52644,8583,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,70,8/26/2021,None within 50 metres,3
70464,8584,Fine without high winds,Darkness: Street lights present and lit,Dry,70,8/26/2021,None within 50 metres,3
66640,8585,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/26/2021,None within 50 metres,3
97125,8586,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/26/2021,None within 50 metres,3
3696,8587,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,2
49299,8588,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
90013,8589,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
5011,8590,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
96591,8591,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
5631,8592,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
15318,8593,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
107368,8594,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
70302,8595,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,2
77133,8596,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
51704,8597,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
117452,8598,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
104630,8599,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,2
84983,8600,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
115709,8601,Fine without high winds,Daylight: Street light present,Dry,40,8/27/2021,None within 50 metres,3
119041,8602,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
72260,8603,Fine without high winds,Daylight: Street light present,Wet/Damp,70,8/27/2021,None within 50 metres,3
62921,8604,Snowing without high winds,Daylight: Street light present,Wet/Damp,30,8/27/2021,None within 50 metres,3
32673,8605,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,40,8/27/2021,None within 50 metres,3
11872,8606,Fine without high winds,Daylight: Street light present,Dry,40,8/27/2021,None within 50 metres,3
121399,8607,Fine without high winds,Daylight: Street light present,Wet/Damp,50,8/27/2021,None within 50 metres,3
62509,8608,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,2
115499,8609,Fine without high winds,Daylight: Street light present,Dry,50,8/27/2021,None within 50 metres,3
68324,8610,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
8011,8611,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
112973,8612,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
105744,8613,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
30373,8614,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
106781,8615,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/27/2021,None within 50 metres,3
120036,8616,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
58272,8617,Fog or mist,Daylight: Street light present,Wet/Damp,30,8/27/2021,None within 50 metres,3
2396,8618,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
1231,8619,Fine without high winds,Daylight: Street light present,Dry,40,8/27/2021,None within 50 metres,3
77400,8620,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
51856,8621,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
63078,8622,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
109982,8623,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,Control by other authorised person,3
101629,8624,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,3
120522,8625,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
62471,8626,Fine without high winds,Daylight: Street light present,Wet/Damp,50,8/27/2021,None within 50 metres,3
89933,8627,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,3
76883,8628,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
14161,8629,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/27/2021,None within 50 metres,3
123429,8630,Fine without high winds,Daylight: Street light present,Dry,40,8/27/2021,None within 50 metres,3
48116,8631,Fine without high winds,Daylight: Street light present,Dry,30,8/27/2021,None within 50 metres,3
33030,8632,Fine without high winds,Darkness: Street lights present and lit,Dry,40,8/27/2021,None within 50 metres,3
16912,8633,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/27/2021,None within 50 metres,3
15196,8634,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/28/2021,None within 50 metres,3
34521,8635,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,3
25855,8636,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
125448,8637,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
17978,8638,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
63240,8639,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,3
49158,8640,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,3
122438,8641,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
101455,8642,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
88967,8643,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
13200,8644,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,40,8/28/2021,None within 50 metres,3
100774,8645,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
13827,8646,Fine without high winds,Daylight: Street light present,Dry,40,8/28/2021,None within 50 metres,3
16963,8647,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
92543,8648,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/28/2021,None within 50 metres,3
40463,8649,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
111794,8650,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
116708,8651,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,2
83482,8652,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,2
67726,8653,Fine with high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,2
65363,8654,Fine without high winds,Daylight: Street light present,Dry,50,8/28/2021,None within 50 metres,3
5402,8655,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
84961,8656,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
35685,8657,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,2
44713,8658,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
86692,8659,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
107249,8660,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
65293,8661,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
56238,8662,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
97873,8663,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
51355,8664,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,3
97222,8665,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
74203,8666,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
67745,8667,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
6816,8668,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,2
127325,8669,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/28/2021,None within 50 metres,3
86364,8670,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/28/2021,None within 50 metres,3
43080,8671,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
95068,8672,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
59380,8673,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
93755,8674,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
60895,8675,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
102270,8676,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
81990,8677,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/28/2021,None within 50 metres,3
82659,8678,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
27721,8679,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
62023,8680,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
16273,8681,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
82505,8682,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
59810,8683,Fine without high winds,Daylight: Street light present,Dry,30,8/28/2021,None within 50 metres,3
87183,8684,Fine without high winds,Daylight: Street light present,Dry,40,8/29/2021,None within 50 metres,3
1235,8685,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/29/2021,None within 50 metres,3
70809,8686,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
34649,8687,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
100677,8688,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
54370,8689,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
106870,8690,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
43356,8691,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
57536,8692,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
54790,8693,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/29/2021,None within 50 metres,3
74976,8694,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
11490,8695,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,2
25247,8696,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,40,8/29/2021,None within 50 metres,3
50890,8697,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
809,8698,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
23421,8699,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2021,None within 50 metres,3
8694,8700,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2021,None within 50 metres,3
94911,8701,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
41201,8702,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,20,8/29/2021,None within 50 metres,3
36134,8703,Raining without high winds,Daylight: Street light present,Wet/Damp,50,8/29/2021,None within 50 metres,3
19704,8704,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
111903,8705,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/29/2021,None within 50 metres,3
10266,8706,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
88213,8707,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
53037,8708,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
109805,8709,Fine without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2021,None within 50 metres,3
11780,8710,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
75245,8711,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
100669,8712,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
100191,8713,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
46033,8714,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
7203,8715,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
112455,8716,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
108624,8717,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
110210,8718,Fine without high winds,Darkness: Street lights present and lit,Dry,50,8/29/2021,None within 50 metres,3
68819,8719,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
53505,8720,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/29/2021,None within 50 metres,3
65998,8721,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2021,None within 50 metres,3
91268,8722,Fine without high winds,Daylight: Street light present,Dry,40,8/29/2021,None within 50 metres,3
38791,8723,Snowing without high winds,Daylight: Street light present,Snow,30,8/29/2021,None within 50 metres,3
16110,8724,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
115042,8725,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
69560,8726,Snowing without high winds,Darkness: Street lights present and lit,Snow,30,8/29/2021,None within 50 metres,3
670,8727,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
117722,8728,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/29/2021,None within 50 metres,3
76662,8729,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
88227,8730,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
11288,8731,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
60817,8732,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
56261,8733,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/29/2021,None within 50 metres,3
45962,8734,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
62093,8735,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
27387,8736,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
122695,8737,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
53308,8738,Fine without high winds,Daylight: Street light present,Dry,30,8/29/2021,None within 50 metres,3
72210,8739,Fine without high winds,Darkness: Street lights present and lit,Dry,40,8/29/2021,None within 50 metres,3
70203,8740,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/29/2021,None within 50 metres,3
67351,8741,Snowing without high winds,Darkness: Street lights present and lit,Snow,30,8/29/2021,None within 50 metres,3
97219,8742,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
49431,8743,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,40,8/30/2021,None within 50 metres,3
14616,8744,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
39569,8745,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
127928,8746,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
43315,8747,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
12528,8748,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
98540,8749,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
48653,8750,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
58811,8751,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
126475,8752,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
58431,8753,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
27923,8754,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
20867,8755,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
56603,8756,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
125463,8757,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,2
18167,8758,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
125523,8759,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
33573,8760,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
94560,8761,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
60138,8762,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
63881,8763,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
59866,8764,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
64322,8765,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
11959,8766,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
77451,8767,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
61809,8768,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
104804,8769,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
95377,8770,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
51,8771,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
100575,8772,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
696,8773,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
121066,8774,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
30209,8775,Fine without high winds,Daylight: Street light present,Dry,40,8/30/2021,None within 50 metres,3
96749,8776,Fine without high winds,Daylight: Street light present,Dry,40,8/30/2021,None within 50 metres,3
25112,8777,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
129844,8778,Fine without high winds,Daylight: Street light present,Dry,40,8/30/2021,None within 50 metres,3
119417,8779,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
97768,8780,Unknown,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
104514,8781,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,2
45575,8782,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,2
117794,8783,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
45087,8784,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
62008,8785,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
22242,8786,Fine without high winds,Daylight: Street light present,Dry,40,8/30/2021,None within 50 metres,3
49516,8787,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
70620,8788,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
110117,8789,Fine without high winds,Daylight: Street light present,Dry,50,8/30/2021,None within 50 metres,3
43358,8790,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
77853,8791,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
18198,8792,Fine without high winds,Daylight: Street light present,Dry,70,8/30/2021,None within 50 metres,3
34629,8793,Fine without high winds,Daylight: Street light present,Dry,40,8/30/2021,None within 50 metres,3
60871,8794,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
65792,8795,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
84462,8796,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
102081,8797,Fine without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/30/2021,None within 50 metres,3
10531,8798,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
35660,8799,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
117341,8800,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
127077,8801,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
56130,8802,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
4259,8803,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,2
17671,8804,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,2
117626,8805,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
49337,8806,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
62173,8807,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/30/2021,None within 50 metres,3
55102,8808,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
30564,8809,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
76031,8810,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,3
42728,8811,Fine without high winds,Daylight: Street light present,Dry,30,8/30/2021,None within 50 metres,3
106910,8812,Raining without high winds,Darkness: Street lights present and lit,Wet/Damp,30,8/30/2021,None within 50 metres,3
14885,8813,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/30/2021,None within 50 metres,2
70356,8814,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
19259,8815,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,2
85740,8816,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
95112,8817,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
106055,8818,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
62808,8819,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,2
31649,8820,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
11597,8821,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,2
81077,8822,Raining without high winds,Daylight: Street light present,Wet/Damp,30,8/31/2021,None within 50 metres,3
108075,8823,Fine without high winds,Daylight: Street light present,Dry,50,8/31/2021,None within 50 metres,3
92560,8824,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
59909,8825,Fine without high winds,Darkness: Street lights present and lit,Dry,30,8/31/2021,None within 50 metres,3
58633,8826,Fine without high winds,Daylight: Street light present,Dry,50,8/31/2021,None within 50 metres,3
29532,8827,Fine without high winds,Daylight: Street light present,Dry,30,8/31/2021,None within 50 metres,3
